"site","ID","site_ID","quad","x","y","mark","Alive15","Alive16","Alive17","Alive18","Alive19","Alive20","Alive21","Alive22","Alive23","Alive24","Alive25","sur_15_16","sur_16_17","sur_17_18","sur_18_19","sur_19_20","sur_20_21","sur_21_22","sur_22_23","sur_23_24","sur_24_25","Alive15_tpry","Alive16_tpry","Alive17_tpry","Alive18_tpry","Alive19_tpry","Alive20_tpry","Alive21_tpry","Alive22_tpry","Alive23_tpry","Alive24_tpry","Alive25_tpry","sur_15_16_tpry","sur_16_17_tpry","sur_17_18_tpry","sur_18_19_tpry","sur_19_20_tpry","sur_20_21_tpry","sur_21_22_tpry","sur_22_23_tpry","sur_23_24_tpry","sur_24_25_tpry","X","Date_Marked2015","N15","L15","size15","CT15","FR15","DT15","Notes15","Comm15","libsur15_16","consur15_16","Total.leaves.including.brown.ones2015","N.DEAD15","date16","N16","L16","size16","CT16","FR16","DT16","Notes16","Comm16","libsur16_17","consur16_17","date17","N17","L17","size17","CT17","FR17","DT17","Notes17","Comm17","libsur17_18","consur17_18","N18","L18","size18","FR18","Notes18","Comm18","include.in.19.census","N19","L19","FR19","Notes19","Comm19","size19","N20","L20","FR20","FLW20","Notes20","Comm20","size20","N21","L21","FR21","FLW21","Notes21","Comm21","size21","N22","L22","FR22","FLW22","Notes22","Comm22","Measurer22","size22","N23","L23","FR23","FLW23","Notes23","Comm23","Measurer23","size23","N24","L24","FR24","FLW24","Note24","Comm24","size24","N25","L25","FR25","FLW25","Note25","Comm25","size25"
"B2","274","B2_274","5","26","21","yd",1,1,1,1,"1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,1,1,1,1,"1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,"381",NA,"7","15","105","0","0",NA,NA,"1 brown trap","1","1",NA,NA,NA,"8","18","144","1","0","4",NA,NA,"1","1",NA,"4","17","68","1","4","0",NA,NA,"1","0",NA,NA,NA,NA,NA,"missing18; PresAlive18","Y",NA,NA,NA,"mpd19",NA,"0","5","70","0","0",NA,NA,"350","5","63",NA,NA,NA,NA,"315",NA,NA,NA,NA,"mpd22",NA,"as","0",NA,NA,NA,NA,"mpd22",NA,"aml","0",NA,NA,NA,NA,"mpd22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","275","B2_275","5","26","24","rh",1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,"382",NA,"6","24","144","0","8",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16?","burnt; no plant","1","1",NA,"7","19","133","2","0","0",NA,NA,"1","1","8","45","360","0",NA,NA,"Y","6","43",NA,NA,NA,"258","7","62","0","0",NA,NA,"434",NA,NA,NA,NA,"mpd21",NA,"0",NA,NA,NA,NA,"dead21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","276","B2_276","5","27","20","wh",1,1,1,1,"1","0",NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,"1","0",NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,"383",NA,"4","12","48","1","0",NA,NA,"1 brown trap","1","1",NA,NA,NA,"3","9","27","0","0","2",NA,"burnt?","1","1",NA,"9","41","369","2","0","0",NA,"small traps tall leaves","1","1","4","30","120","0",NA,NA,"Y","5","23",NA,NA,NA,"115",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","277","B2_277","5","27","31","rh",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"384",NA,"9","18","162","3","0",NA,NA,NA,"1","1",NA,NA,NA,"4","26","104","0","0","0",NA,"partially burnt (2 leaves)","1","1",NA,"8","21","168","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"DISC dense area",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","278","B2_278","5","28","22","gh",1,1,1,1,"1","0",NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,1,1,1,1,"1","0",NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,"385",NA,"10","21","210","1","9",NA,NA,NA,"1","1",NA,NA,NA,"4","27","108","0","0","4",NA,"fruiting stalk burnt","1","1",NA,"6","32","192","4","0","0",NA,NA,"1","1","7","35","245","0",NA,NA,"Y","5","29",NA,NA,NA,"145",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,"dead20",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","279","B2_279","5","29","17","bp",1,1,1,1,"1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,1,1,1,1,"1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,"386",NA,"12","18","216","2","0",NA,NA,NA,"1","1",NA,NA,NA,"3","16","48","0","0","1",NA,"partially burnt and fruiting stalk burnt, 3 unburnt leaves","1","1",NA,"3","12","36","3","0","0",NA,NA,"1","1","8","55","440","0",NA,NA,"Y","2","31",NA,NA,NA,"62","3","46","0","0",NA,NA,"138","6","75",NA,NA,NA,"herb","450",NA,NA,NA,NA,"dead22",NA,"as","0",NA,NA,NA,NA,"dead22",NA,"aml","0",NA,NA,NA,NA,"dead22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","280","B2_280","5","29","27","wp",1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,"387",NA,"7","19","133","2","0",NA,NA,NA,"1","1",NA,NA,NA,"6","25","150","1",NA,"1",NA,"fruiting stalk burnt","1","1",NA,"2","12","24","0","0","2","dead17?",NA,"1","1","4","55","220","0",NA,NA,"Y","3","62",NA,NA,NA,"186","2","26","0","0",NA,NA,"52",NA,NA,NA,NA,"mpd21",NA,"0",NA,NA,NA,NA,"dead21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","281","B2_281","5","29","28","yp",1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,1,1,1,1,"1","1","1","1","0",NA,NA,1,1,1,1,1,1,1,0,NA,NA,"388",NA,"5","11","55","2","5",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16?","burnt; no plant","1","1",NA,"6","46","276","3","0","0",NA,"growing through spagnum","1","1","3","43","129","0",NA,NA,"Y","3","39",NA,NA,NA,"117","4","42","0","0",NA,NA,"168","3","142",NA,NA,NA,NA,"426","1","47",NA,NA,NA,NA,"as","47",NA,NA,NA,NA,"dead23",NA,"aml","0",NA,NA,NA,NA,"dead23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","282","B2_282","5","31","9","oh",1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","1","1","1","1","1","0",1,1,1,1,1,1,1,1,1,0,"389",NA,"5","15","75","0","6",NA,NA,"1 brown trap","1","1",NA,NA,NA,"6","18","108","2","0","1",NA,NA,"1","1",NA,"5","32","160","1","0","4",NA,NA,"1","1","6","58","348","0",NA,NA,"Y","6","51",NA,NA,NA,"306","7","66","0","0",NA,NA,"462",NA,NA,NA,NA,"mpd21","PresAlive21","0","8","104",NA,NA,NA,NA,"as","832","5","89","0","5",NA,"inf imm, oldx,y=30,22","aml","445","5","85",NA,NA,NA,NA,"425","0","","","","","","0"
"B2","283","B2_283","5","31","22","yh",1,1,1,1,"1","1","1","1","1","0","",1,1,1,1,1,1,1,1,0,NA,1,1,1,1,"1","1","1","1","1","0","",1,1,1,1,1,1,1,1,0,NA,"390",NA,"6","16","96","2","5",NA,NA,NA,"1","1",NA,NA,NA,"5","24","120","2","0","2",NA,NA,"1","1",NA,"3","46","138","0","0","0",NA,NA,"1","1","4","49","196","0",NA,NA,"Y","8","74",NA,NA,NA,"592","5","74","8","10",NA,NA,"370","4","59",NA,NA,NA,NA,"236","4","95",NA,"4",NA,"inf imm","as","380","4","121",NA,NA,NA,NA,"aml","484",NA,NA,NA,NA,"dead24",NA,NA,"0","","","","dead24","","0"
"B2","284","B2_284","5","31","30","bd",1,1,1,1,"1","1","1","1","1","0","",1,1,1,1,1,1,1,1,0,NA,1,1,1,1,"1","1","1","1","1","0","",1,1,1,1,1,1,1,1,0,NA,"391",NA,"5","12","60","2","6",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16?","burnt; no plant","1","1",NA,"2","20","40","1","0","0",NA,NA,"1","1","2","32","64","0",NA,NA,"Y","6","61",NA,NA,NA,"366","4","48","7","7",NA,NA,"192",NA,NA,NA,NA,"dead21","PresAlive21","0","3","65",NA,NA,NA,NA,"as","195","2","94",NA,NA,NA,NA,"aml","188",NA,NA,NA,NA,"mpd24",NA,NA,"0","","","","mpd24","","0"
"B2","286","B2_286","5","32","8","rh",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"392",NA,"14","25","350","3","0",NA,NA,NA,"1","1",NA,NA,NA,"3",NA,NA,"0","0","0",NA,"burnt, some leaves charred, resprouting","1","1",NA,"3","24","72","0","0","2",NA,NA,NA,NA,NA,NA,NA,NA,"DISC dense area",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","285","B2_285","5","32","28","rh",1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,"393",NA,"10","8","80","0","0",NA,NA,NA,"1","1",NA,NA,NA,"2","17","34","0","0","2",NA,NA,"1","1",NA,"5","26","130","3","0","0",NA,NA,"1","1","4","35","140","0",NA,NA,"Y","3","43",NA,NA,NA,"129","8","64","0","0",NA,NA,"512",NA,NA,NA,NA,"mpd21",NA,"0",NA,NA,NA,NA,"dead21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","289","B2_289","5","33","9","bs",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"394",NA,"8","12","96","1","0",NA,NA,NA,"1","1",NA,NA,NA,"6","23","138","0","0","0",NA,"burnt, some leaves charred, resprouting","0","0",NA,"4","6","24","0","0","4","dead17",NA,NA,NA,NA,NA,NA,NA,"dead17 DISC dense area",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","287","B2_287","5","33","10","yd",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"395",NA,"6","20","120","2","15",NA,NA,NA,"1","1",NA,NA,NA,"3",NA,NA,"0","0","0",NA,"burnt, some leaves charred, resprouting","1","1",NA,"1","22","22","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"DISC dense area",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","288","B2_288","5","33","14","gd",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"396",NA,"15","18","270","6","0",NA,NA,NA,"1","1",NA,NA,NA,"3","29","87","0","0","0",NA,"burnt, resprouting","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"no plant no tp",NA,NA,NA,NA,NA,NA,"mpd17",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","291","B2_291","5","34","9","od",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"397",NA,"4","25","100","0","16",NA,NA,NA,"1","1",NA,NA,NA,"2","7","14","0","0","0",NA,"burnt, resprouting","1","1",NA,"8","11","88","2","0","0",NA,"dead ant in trap",NA,NA,NA,NA,NA,NA,"DISC dense area",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","290","B2_290","5","37","3","bp",1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,"398",NA,"7","22","154","2","0",NA,NA,NA,"1","1",NA,NA,NA,"4","21","84","0","0","2",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,"no plant covered in spagnum","1","1","7","48","336","0",NA,NA,"Y","5","36",NA,NA,NA,"180","6","44","0","0",NA,NA,"264",NA,NA,NA,NA,"dead21","PresAlive21","0",NA,NA,NA,NA,"dead21","PresAlive22","as","0","7","93",NA,NA,NA,"oldx,y=34,14","aml","651","5","63",NA,NA,NA,NA,"315","2","8","","","","","16"
"B2","292","B2_292","5","36","14","wh",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399",NA,"5","33","165","0","14",NA,NA,"1 brown trap","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16?","No plant","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"no tp no plant",NA,NA,NA,NA,NA,NA,"dead16?",NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","293","B2_293","5","36","16","rh",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"400",NA,"6","27","162","0","12",NA,NA,"3 brown traps","1","1",NA,NA,NA,"9","17","153","1","0","3",NA,"partially burnt","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"no plant at tp",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","294","B2_294","5","37","28","oh",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"401",NA,"13","25","325","5","0",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dead16?","burnt; no plant","1","1",NA,"3","41","123","1","0","0",NA,NA,"0","0",NA,NA,NA,NA,"dead18",NA,"Y",NA,NA,NA,"dead18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","295","B2_295","5","38","28","gd",1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","1","1","1","1","1","0",1,1,1,1,1,1,1,1,1,0,"402",NA,"8","23","184","0","0",NA,NA,NA,"1","1",NA,NA,NA,"3","12","36","0","0","1",NA,"burnt, resprouting","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"no plant no tp","1","1","5","19","95","6",NA,NA,"Y","8, 7","62, 49",NA,"2ros",NA,"1665","5, 6","54, 49","0","0","2ros",NA,"1133","2","55",NA,NA,NA,NA,"110","5","62",NA,NA,NA,NA,"as","310","4","54",NA,NA,NA,NA,"aml","216","1","27",NA,NA,NA,NA,"27","0","","","","","m25","0"
"B2","299","B2_299","5","40","20","gh",NA,NA,1,1,"1","1","1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,"1","1","1","1","1","1","1",NA,NA,1,1,1,1,1,1,1,1,"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","16","64","1","0","0",NA,"new17","1","1","4","28","112","0",NA,NA,"Y","8","46",NA,NA,NA,"368","10","58","0","0",NA,NA,"580","7","33",NA,NA,NA,"inf aborted","231","4","80","7","8",NA,"inf imm","as","320",NA,NA,NA,NA,"mpd23","PresAlive23","aml","0","5","18",NA,NA,NA,"inf herb","90","3","50","","","","","150"
"B2","300","B2_300","5","40","30","wd",1,1,1,1,"1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,1,1,1,1,"1","1","1","0",NA,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,"404",NA,"5","12","60","0","0",NA,NA,NA,"1","1",NA,NA,NA,"1","10","10","0","0","0",NA,"burnt, resprouting","1","1",NA,"4","9","36","0","0","0",NA,NA,"1","1","5","41","205","0",NA,NA,"Y","4","70",NA,NA,"herb","280","5","50","0","0",NA,NA,"250","2","71",NA,"5",NA,"herb, inf broken","142",NA,NA,NA,NA,"mpd22",NA,"as","0",NA,NA,NA,NA,"mpd22",NA,"aml","0",NA,NA,NA,NA,"mpd22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","301","B2_301","5","40","30","bh",NA,NA,1,1,"1","1",NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,"1","1",NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","7","70","2","0","0",NA,"new17","1","1","4","20","80","0",NA,NA,"Y",NA,NA,NA,"dead19?","PresAlive19","0",NA,NA,NA,NA,"dead 19, nail removed",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","302","B2_302","5","42","28","yd",1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,"406",NA,"4","15","60","1","0",NA,NA,NA,"1","1",NA,NA,NA,"4","8","32","0","0","0",NA,"burnt, resprouting","1","1",NA,"12","23","276","5","0","1",NA,NA,"1","1","9","38","342","0",NA,NA,"Y","1","35",NA,NA,NA,"35","4","51","0","0",NA,NA,"204","3","113",NA,NA,NA,NA,"339","4","65",NA,NA,NA,NA,"as","260","5","78",NA,NA,NA,NA,"aml","390","6","68",NA,NA,NA,NA,"408","2","45","","","","","90"
"B2","303","B2_303","5","44","15","wp",1,1,1,1,"1","1","1","1","1","0","",1,1,1,1,1,1,1,1,0,NA,1,1,1,1,"1","1","1","1","1","0","",1,1,1,1,1,1,1,1,0,NA,"407",NA,"3","40","120","0","9",NA,NA,"1 brown trap","1","1",NA,NA,NA,"3","15","45","0","0","0",NA,"burnt, some leaves charred, resprouting","1","1",NA,"8","27","216","4","0","1",NA,NA,"1","1","3","45","135","0",NA,NA,"Y","6","48",NA,NA,NA,"288","8","60","0","0",NA,NA,"480","3","64",NA,"2",NA,"inf imm","192","2","60",NA,NA,NA,NA,"as","120","2","84",NA,NA,NA,NA,"aml","168",NA,NA,NA,NA,"mpd24",NA,NA,"0","","","","mpd24","m25","0"
"B2","304","B2_304","5","44","18","yh",1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,"408",NA,"6","12","72","2","6",NA,NA,NA,"1","1",NA,NA,NA,"2","15","30","0","0","0",NA,"burnt, resprouting","1","1",NA,"11","26","286","0","0","0",NA,NA,"1","1","4","30","120","8",NA,"same pl? tp out","Y","7","60",NA,NA,NA,"420","2","36","0","0",NA,NA,"72",NA,NA,NA,NA,"mpd21",NA,"0",NA,NA,NA,NA,"dead21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","305","B2_305","5","44","19","gs",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,"409",NA,"7","8","56","1","0",NA,NA,NA,"1","1",NA,NA,NA,"5",NA,NA,"0","0","0",NA,"all leaves burnt at ends","1","1",NA,"6","18","108","3","0","0",NA,NA,"0","0",NA,NA,NA,NA,"dead18",NA,"Y",NA,NA,NA,"dead18",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","306","B2_306","5","44","20","wh",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"410",NA,"7","6","42","1","0",NA,NA,NA,"1","1",NA,NA,NA,"2","10","20","0","0","1",NA,"burnt, resprouting","1","1",NA,"7","26","182","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"dead18?","tp out","Y",NA,NA,NA,"dead18?",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","307","B2_307","5","44","29","gp",1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,"411",NA,"8","30","240","0","0",NA,NA,NA,"1","1",NA,NA,NA,"1","7","7","0","0","0",NA,"burnt, resprouting","1","1",NA,"10","27","270","3","0","1",NA,NA,"1","1","7","25","175","6",NA,"2ros?","Y","9","47",NA,NA,NA,"423","12","39","0","0",NA,NA,"468","6","54",NA,NA,NA,NA,"324","6","45",NA,NA,NA,NA,"as","270","3","79",NA,NA,NA,NA,"aml","237","6","38",NA,NA,NA,NA,"228","4","30","","","","","120"
"B2","308","B2_308","5","45","19","od",1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,"0",NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,"412",NA,"4","20","80","2","6",NA,NA,NA,"1","1",NA,NA,NA,"5","16","80","0","0","0",NA,"4 burnt leaves, 1 resprout","1","1",NA,"12","23","276","5","0","0",NA,NA,"1","1","3","30","90","7",NA,NA,"Y",NA,NA,NA,"dead19?",NA,"0",NA,NA,NA,NA,"dead19",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2","309","B2_309","5","45","19","rh",1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,1,1,1,1,"1","1","0",NA,NA,NA,NA,1,1,1,1,1,0,NA,NA,NA,NA,"413",NA,"9","6","54","0","0",NA,NA,NA,"1","1",NA,NA,NA,"2","25","50","0","0","0",NA,"burnt, resprouting","1","1",NA,"7","57","399","2","0","0",NA,NA,"1","1","7","16","112","0",NA,NA,"Y","8, 6","59, 48",NA,"2ros",NA,"1498","5, 6","40, 58","0","0","2ros",NA,"1078",NA,NA,NA,NA,"2ros, mpd21",NA,"0",NA,NA,NA,NA,"mpd21",NA,"as","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
