x,y,mark,site_ID,site,ID,quad,Date_Marked2015,N15,L15,size15,CT15,FR15,DT15,Notes15,Comm15,libsur15_16,consur15_16,Total.leaves.including.brown.ones2015,N.DEAD15,date16,N16,L16,size16,CT16,FR16,DT16,Notes16,Comm16,libsur16_17,consur16_17,date17,N17,L17,size17,CT17,FR17,DT17,Notes17,Comm17,libsur17_18,consur17_18,N18,L18,size18,FR18,Notes18,Comm18,include.in.19.census,N19,L19,FR19,Notes19,Comm19,libsur18_19,size19,N20,L20,FR20,FLW20,Notes20,Comm20,libsur19_20,size20,N21,L21,FR21,FLW21,Notes21,Comm21,libsur20_21,size21,N22,L22,FR22,FLW22,Notes22,Comm22,Measurer22,libsur21_22,size22,N23,L23,FR23,FLW23,Notes23,Comm23,Measurer23,libsur22_23,size23,N24,L24,FR24,FLW24,Note24,Comm24,libsur23_24,size24
41,49,gc,CM_398,CM,398,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,20,1,0,0,NA,new16,1,1,2-Jun,6,13,78,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,28,gh,CM_111,CM,111,3,2-Jun,6,12,72,2,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,30,bs,CM_132,CM,132,3,2-Jun,6,4,24,6,0,0,NA,NA,1,1,NA,NA,21-Jun,6,11,66,1,0,0,NA,NA,1,1,2-Jun,4,11,44,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,27,os,CM_110,CM,110,3,2-Jun,7,6,42,4,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,6,wh,CM_104,CM,104,3,2-Jun,3,3,9,3,0,0,NA,NA,1,1,NA,NA,21-Jun,3,2,6,3,0,0,NA,NA,1,1,2-Jun,6,8,48,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,49,ys,CM_133,CM,133,3,2-Jun,7,5,35,4,0,0,NA,NA,1,1,NA,NA,21-Jun,5,7,35,0,0,0,NA,NA,1,1,2-Jun,4,6,24,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,11,gd,CM_96,CM,96,3,2-Jun,6,37,222,1,0,0,NA,NA,1,1,NA,NA,21-Jun,6,33,198,1,0,1,NA,NA,1,1,2-Jun,5,31,155,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,16,oh,CM_106,CM,106,3,2-Jun,6,19,114,4,0,0,NA,NA,1,1,NA,NA,21-Jun,5,21,105,1,0,0,NA,NA,1,1,2-Jun,7,18,126,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,48,rc,CM_399,CM,399,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,25,0,0,0,NA,new16,1,1,2-Jun,4,10,40,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,32,rc,CM_116,CM,116,3,2-Jun,4,15,60,1,0,1,NA,NA,1,1,NA,NA,21-Jun,5,51,255,2,0,0,NA,NA,1,1,2-Jun,5,55,275,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,15,rh,CM_400,CM,400,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,36,2,0,0,NA,new16,0,0,NA,NA,NA,NA,NA,NA,NA,dead17,NA,NA,NA,NA,NA,NA,NA,dead17,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,17,gs,CM_105,CM,105,3,2-Jun,6,25,150,1,0,2,NA,NA,1,1,NA,NA,21-Jun,7,29,203,2,0,0,NA,NA,1,1,2-Jun,7,40,280,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,36,oh,CM_131,CM,131,3,2-Jun,6,8,48,5,0,1,NA,NA,1,1,NA,NA,21-Jun,5,7,35,3,0,0,NA,NA,1,1,2-Jun,4,5,20,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,20,ws,CM_107,CM,107,3,2-Jun,7,24,168,3,0,2,NA,NA,1,1,NA,NA,21-Jun,4,55,220,0,0,0,NA,NA,1,1,2-Jun,4,23,92,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,gc,CM_404,CM,404,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,99,2,0,0,NA,new16,1,1,2-Jun,4,11,44,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,19,bd,CM_143,CM,143,4,2-Jun,8,34,272,3,0,1,NA,NA,1,1,NA,NA,21-Jun,7,29,203,4,0,1,NA,NA,1,1,2-Jun,4,50,200,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,48,wd,CM_150,CM,150,4,2-Jun,10,15,150,1,0,1,NA,NA,1,1,NA,NA,21-Jun,5,31,155,4,0,0,NA,NA,1,1,2-Jun,5,27,135,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,gd,CM_144,CM,144,4,2-Jun,6,16,96,3,0,2,NA,NA,1,1,NA,NA,21-Jun,9,10,90,3,0,0,NA,NA,1,1,2-Jun,6,11,66,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31,gs,CM_145,CM,145,4,2-Jun,9,17,153,4,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,39,bh,CM_148,CM,148,4,2-Jun,4,20,80,1,7,0,NA,NA,1,1,NA,NA,21-Jun,6,21,126,3,0,0,NA,NA,1,1,2-Jun,4,11,44,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,os,CM_140,CM,140,4,2-Jun,5,26,130,2,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,23,rs,CM_414,CM,414,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,105,3,0,0,NA,sdl; new16,1,1,2-Jun,4,14,56,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,41,od,CM_149,CM,149,4,2-Jun,3,27,81,0,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,25,wh,CM_421,CM,421,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20,180,3,0,0,NA,new16,1,1,2-Jun,9,16,144,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,48,rh,CM_152,CM,152,4,2-Jun,7,7,49,1,0,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,31,os,CM_146,CM,146,4,2-Jun,11,23,253,5,0,0,NA,NA,1,1,NA,NA,21-Jun,5,26,130,3,0,0,NA,NA,1,1,2-Jun,5,18,90,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,49,bs,CM_154,CM,154,4,2-Jun,8,15,120,2,0,0,NA,NA,1,1,NA,NA,21-Jun,10,19,190,6,0,0,NA,NA,1,1,2-Jun,12,15,180,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,29,gc,CM_426,CM,426,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Jun,5,12,60,1,0,0,NA,new17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,47,oc,CM_153,CM,153,4,2-Jun,9,15,135,2,0,0,NA,NA,1,1,NA,NA,21-Jun,9,14,126,7,0,0,NA,NA,1,1,2-Jun,5,18,90,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,17,rc,CM_142,CM,142,4,2-Jun,4,8,32,4,0,0,NA,NA,1,1,NA,NA,21-Jun,8,7,56,4,0,0,NA,sdl,1,1,2-Jun,7,18,126,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,31,rs,CM_147,CM,147,4,2-Jun,9,10,90,3,0,1,NA,NA,1,1,NA,NA,21-Jun,7,10,70,5,0,0,NA,NA,1,1,2-Jun,3,15,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,47,rd,CM_151,CM,151,4,2-Jun,10,12,120,4,0,0,NA,NA,1,1,NA,NA,21-Jun,5,13,65,2,0,0,NA,NA,1,1,2-Jun,7,17,119,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,20,wd,CM_141,CM,141,4,2-Jun,8,26,208,4,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,45,yc,CM_155,CM,155,4,2-Jun,7,10,70,1,0,1,NA,NA,1,1,NA,NA,21-Jun,6,20,120,5,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,not found,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,yc,CM_427,CM,427,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,36,5,0,1,NA,sdl; new16,1,1,2-Jun,5,17,85,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,16,wc,CM_407,CM,407,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,40,1,0,0,NA,new16,1,1,2-Jun,7,17,119,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,50,ys,CM_408,CM,408,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Jun,3,40,120,0,0,1,NA,new17; missed17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,41,wd,CM_156,CM,156,4,2-Jun,9,10,90,3,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,could not find after fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,47,wc,CM_409,CM,409,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Jun,6,14,84,1,0,0,NA,new17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,25,yd,CM_157,CM,157,4,2-Jun,10,8,80,3,0,0,next to larger unmarked plant,NA,1,1,NA,NA,21-Jun,7,13,91,4,0,1,NA,NA,1,1,2-Jun,9,23,207,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,next to larger unmarked plant,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,28,gc,CM_158,CM,158,4,2-Jun,12,10,120,5,0,0,NA,NA,1,1,NA,NA,21-Jun,9,21,189,5,0,0,NA,NA,1,1,2-Jun,5,20,100,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,14,rd,CM_410,CM,410,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17,102,4,0,1,NA,new16,1,1,2-Jun,3,11,33,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,40,wc,CM_411,CM,411,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,22,154,4,0,0,NA,new16,1,1,2-Jun,6,19,114,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,wc,CM_159,CM,159,4,2-Jun,7,16,112,3,0,0,NA,NA,1,1,NA,NA,21-Jun,6,42,252,3,0,0,NA,NA,1,1,2-Jun,8,25,200,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,17,gs,CM_412,CM,412,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,72,6,0,0,NA,sdl; new16,1,1,2-Jun,8,12,96,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,48,oc,CM_160,CM,160,4,2-Jun,8,16,128,4,0,3,NA,NA,1,1,NA,NA,21-Jun,7,28,196,5,0,2,NA,NA,1,1,2-Jun,6,21,126,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,29,od,CM_413,CM,413,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Jun,5,19,95,2,0,0,NA,new17,NA,NA,NA,NA,NA,NA,NA,notdone18,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
