"","site","ID","quad","size0","rep0","sur0_1","sur0_1_tp","size1","N1","L1","rep1","comm1","startyear","TSF","TBF"
"5012","CM","337","1",NA,NA,NA,NA,35,"5","7",0,"new17","2016",1,3
"5013","CM","15","1",NA,NA,"1","1",NA,NA,NA,NA,NA,"2016",1,3
"5014","CM","16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5015","CM","18.2.","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5016","CM","54","2",120,0,"1","1",NA,NA,NA,NA,NA,"2016",1,3
"5017","CM","350","2",336,0,"1","1",200,"5","40",0,NA,"2016",1,3
"5018","CM","351","2",270,0,NA,NA,NA,NA,NA,NA,"notes from field say ""repeat of ID54"", but these 2 plants are distinct, so should check in the field","2016",1,3
"5019","CM","55","2",48,0,"1","1",10,"1","10",0,NA,"2016",1,3
"5020","CM","357","2",105,0,"1","1",NA,NA,NA,NA,"no plant; PresAlive17","2016",1,3
"5021","CM","57","2",455,0,"1","1",285,"5","57",0,NA,"2016",1,3
"5022","CM","358","2",NA,NA,NA,NA,260,"5","52",0,"new17","2016",1,3
"5023","CM","58","2",560,0,"1","1",304,"8","38",0,NA,"2016",1,3
"5024","CM","52","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5025","CM","53","2",260,0,"1","1",68,"4","17",0,NA,"2016",1,3
"5026","CM","56","2",120,0,"1","1",140,"5","28",0,NA,"2016",1,3
"5027","CM","62","2",90,0,"1","1",84,"6","14",0,NA,"2016",1,3
"5028","CM","371","2",12,0,"1","1",81,"9","9",0,NA,"2016",1,3
"5029","CM","64","2",40,0,"1","1",28,"4","7",0,NA,"2016",1,3
"5030","CM","61","2",NA,NA,"1","1",NA,NA,NA,NA,NA,"2016",1,3
"5031","CM","372","2",NA,NA,NA,NA,99,"9","11",0,"new17","2016",1,3
"5032","CM","373","2",NA,NA,NA,NA,210,"6","35",0,"new17","2016",1,3
"5033","CM","374","2",NA,NA,NA,NA,20,"4","5",0,"new17","2016",1,3
"5034","CM","375","2",NA,NA,NA,NA,135,"5","27",0,"large plant could have been missed2016; new17","2016",1,3
"5035","CM","51","2",144,0,"1","1",135,"9","15",0,NA,"2016",1,3
"5036","CM","341","2",NA,NA,NA,NA,256,"8","32",0,"new17","2016",1,3
"5037","CM","340","2",15,0,"1","1",20,"2","10",0,NA,"2016",1,3
"5038","CM","342","2",36,0,"1","1",50,"5","10",0,NA,"2016",1,3
"5039","CM","63","2",90,0,"1","1",246,"6","41",0,NA,"2016",1,3
"5040","CM","60","2",NA,NA,"1","1",NA,NA,NA,NA,NA,"2016",1,3
"5041","CM","343","2",90,0,"1","1",104,"8","13",0,NA,"2016",1,3
"5042","CM","344","2",NA,NA,NA,NA,112,"7","16",0,"new17","2016",1,3
"5043","CM","72","2",49,0,"1","1",72,"6","12",0,NA,"2016",1,3
"5044","CM","59","2",170,0,"1","1",100,"4","25",0,"can't find tp replaced","2016",1,3
"5045","CM","68","2",256,0,"1","1",100,"5","20",0,"tp might be d?","2016",1,3
"5046","CM","69","2",60,0,"1","1",160,"8","20",0,NA,"2016",1,3
"5047","CM","67","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5048","CM","345","2",NA,NA,NA,NA,78,"6","13",0,"new17","2016",1,3
"5049","CM","70","2",24,0,"1","1",140,"10","14",0,NA,"2016",1,3
"5050","CM","349","2",48,0,"1","1",160,"8","20",0,NA,"2016",1,3
"5051","CM","346","2",NA,NA,NA,NA,48,"4","12",0,"new17","2016",1,3
"5052","CM","76","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5053","CM","77","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5054","CM","66","2",65,0,"1","1",52,"4","13",0,NA,"2016",1,3
"5055","CM","347","2",NA,NA,NA,NA,64,"8","8",0,"new17","2016",1,3
"5056","CM","348","2",NA,NA,NA,NA,143,"11","13",0,"new17","2016",1,3
"5057","CM","71","2",35,0,"1","1",NA,NA,NA,NA,NA,"2016",1,3
"5058","CM","352","2",90,0,"1","1",70,"7","10",0,NA,"2016",1,3
"5059","CM","79","2",99,0,"1","1",40,"5","8",0,NA,"2016",1,3
"5060","CM","353","2",16,0,"1","1",NA,NA,NA,NA,"tp might be bd?","2016",1,3
"5061","CM","65","2",126,0,"1","1",130,"5","26",0,NA,"2016",1,3
"5062","CM","74","2",35,0,"1","1",72,"6","12",0,NA,"2016",1,3
"5063","CM","18.4.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5064","CM","354","2",NA,NA,NA,NA,225,"9","25",0,"new17; not seeding","2016",1,3
"5065","CM","78","2",60,0,"1","1",72,"9","8",0,NA,"2016",1,3
"5066","CM","73","2",145,0,"1","1",108,"6","18",0,NA,"2016",1,3
"5067","CM","18.3.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5068","CM","75","2",50,0,"1","1",60,"5","12",0,NA,"2016",1,3
"5069","CM","18.41.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5070","CM","356","2",NA,NA,NA,NA,121,"11","11",0,"new17","2016",1,3
"5071","CM","81","2",55,0,"1","1",175,"7","25",0,NA,"2016",1,3
"5072","CM","18.9.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5073","CM","80","2",60,0,"1","1",119,"7","17",0,NA,"2016",1,3
"5074","CM","359","2",NA,NA,NA,NA,63,"9","7",0,"new17","2016",1,3
"5075","CM","18.10.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5076","CM","360","2",NA,NA,NA,NA,100,"10","10",0,"new17","2016",1,3
"5077","CM","361","2",NA,NA,NA,NA,56,"7","8",0,"new17","2016",1,3
"5078","CM","18.11.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5079","CM","362","2",NA,NA,NA,NA,63,"7","9",0,"new17","2016",1,3
"5080","CM","83","2",108,0,"1","1",91,"7","13",0,NA,"2016",1,3
"5081","CM","82","2",52,0,"1","1",168,"8","21",0,NA,"2016",1,3
"5082","CM","84","2",84,0,"1","1",170,"10","17",0,NA,"2016",1,3
"5083","CM","85","2",225,0,"1","1",300,"6","50",0,NA,"2016",1,3
"5084","CM","18.7.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5085","CM","18.8.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5086","CM","87","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5087","CM","364","2",NA,NA,NA,NA,30,"6","5",0,"new17","2016",1,3
"5088","CM","365","2",NA,NA,NA,NA,42,"6","7",0,"new17","2016",1,3
"5089","CM","86","2",80,0,"1","1",136,"8","17",0,NA,"2016",1,3
"5090","CM","366","2",NA,NA,NA,NA,70,"10","7",0,"new17","2016",1,3
"5091","CM","367","2",NA,NA,NA,NA,112,"8","14",0,"new17","2016",1,3
"5092","CM","88","2",28,0,"1","1",70,"10","7",0,NA,"2016",1,3
"5093","CM","18.33.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5094","CM","89","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5095","CM","368","2",NA,NA,NA,NA,119,"7","17",0,"new17","2016",1,3
"5096","CM","369","2",45,0,NA,NA,NA,NA,NA,NA,"forgot to look for","2016",1,3
"5097","CM","18.5.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5098","CM","18.34.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5099","CM","95","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5100","CM","94","2",88,0,"1","1",228,"4","57",0,NA,"2016",1,3
"5101","CM","92","2",66,0,"1","1",96,"8","12",0,NA,"2016",1,3
"5102","CM","370","2",NA,NA,NA,NA,72,"8","9",0,"new17","2016",1,3
"5103","CM","18.6.","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5104","CM","91","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5105","CM","90","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5106","CM","93","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5107","CM","376","3",108,0,"1","1",70,"5","14",0,NA,"2016",1,3
"5108","CM","122","3",468,8,"1","1",132,"6","22",0,NA,"2016",1,3
"5109","CM","123","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5110","CM","403","3",NA,NA,NA,NA,84,"6","14",0,"new17","2016",1,3
"5111","CM","124","3",336,0,"1","1",125,"5","25",0,NA,"2016",1,3
"5112","CM","401","3",125,0,NA,NA,NA,NA,NA,NA,"forgot to look for","2016",1,3
"5113","CM","402","3",45,0,"1","1",60,"6","10",0,NA,"2016",1,3
"5114","CM","405","3",56,0,"1","1",90,"6","15",0,NA,"2016",1,3
"5115","CM","406","3",108,0,"1","1",50,"5","10",0,NA,"2016",1,3
"5116","CM","377","3",300,0,"1","1",96,"8","12",0,NA,"2016",1,3
"5117","CM","378","3",32,0,"1","1",96,"6","16",0,NA,"2016",1,3
"5118","CM","379","3",96,0,"1","1",104,"8","13",0,NA,"2016",1,3
"5119","CM","380","3",36,0,"1","1",18,"2","9",0,NA,"2016",1,3
"5120","CM","381","3",48,0,"1","1",42,"6","7",0,NA,"2016",1,3
"5121","CM","18.44.","3",48,0,"1","1",42,"6","7",0,NA,"2016",1,3
"5122","CM","382","3",NA,NA,NA,NA,36,"3","12",0,"new17","2016",1,3
"5123","CM","18.45.","3",NA,NA,NA,NA,36,"3","12",0,"new17","2016",1,3
"5124","CM","383","3",12,0,"1","1",35,"5","7",0,NA,"2016",1,3
"5125","CM","384","3",105,0,NA,NA,NA,NA,NA,NA,"forgot to look for","2016",1,3
"5126","CM","108","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5127","CM","135","3",20,0,"1","1",20,"2","10",0,NA,"2016",1,3
"5128","CM","119","3",48,0,"1","1",48,"6","8",0,NA,"2016",1,3
"5129","CM","109","3",156,0,"1","1",128,"8","16",0,NA,"2016",1,3
"5130","CM","118","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5131","CM","121","3",60,0,"1","1",60,"6","10",0,NA,"2016",1,3
"5132","CM","103","3",120,0,"1","1",77,"11","7",0,NA,"2016",1,3
"5133","CM","385","3",225,0,"1","1",378,"7","54",0,NA,"2016",1,3
"5134","CM","386","3",30,0,"1","1",25,"5","5",0,NA,"2016",1,3
"5135","CM","127","3",64,0,"1","1",28,"2","14",0,NA,"2016",1,3
"5136","CM","125","3",70,0,"1","1",63,"7","9",0,NA,"2016",1,3
"5137","CM","102","3",260,8,"1","1",88,"4","22",4,NA,"2016",1,3
"5138","CM","387","3",NA,NA,NA,NA,20,"5","4",0,"new17","2016",1,3
"5139","CM","120","3",52,0,"1","1",105,"7","15",0,NA,"2016",1,3
"5140","CM","126","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5141","CM","388","3",108,0,"1","1",55,"5","11",0,NA,"2016",1,3
"5142","CM","139","3",18,0,"1","1",26,"2","13",0,NA,"2016",1,3
"5143","CM","115","3",185,0,"1","1",156,"6","26",0,NA,"2016",1,3
"5144","CM","389","3",42,0,"1","1",40,"5","8",0,NA,"2016",1,3
"5145","CM","390","3",336,0,"1","1",318,"6","53",0,NA,"2016",1,3
"5146","CM","101","3",441,0,"1","1",100,"5","20",5,NA,"2016",1,3
"5147","CM","391","3",200,0,"1","1",81,"3","27",0,NA,"2016",1,3
"5148","CM","138","3",60,0,"1","1",84,"6","14",0,NA,"2016",1,3
"5149","CM","137","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5150","CM","392","3",104,0,"1","1",80,"5","16",0,NA,"2016",1,3
"5151","CM","393","3",16,0,"0","0",NA,NA,NA,NA,NA,"2016",1,3
"5152","CM","99","3",88,0,"1","1",35,"5","7",0,NA,"2016",1,3
"5153","CM","394","3",15,0,"1","1",20,"5","4",0,NA,"2016",1,3
"5154","CM","130","3",155,0,"1","1",55,"5","11",0,NA,"2016",1,3
"5155","CM","395","3",91,0,"1","1",64,"4","16",0,NA,"2016",1,3
"5156","CM","117","3",160,0,"1","1",132,"6","22",0,NA,"2016",1,3
"5157","CM","396","3",15,0,"1","1",15,"3","5",0,NA,"2016",1,3
"5158","CM","98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5159","CM","100","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5160","CM","136","3",84,0,"1","1",126,"6","21",0,NA,"2016",1,3
"5161","CM","114","3",54,0,"1","1",0,"0","8",0,NA,"2016",1,3
"5162","CM","397","3",72,0,"1","1",99,"9","11",0,NA,"2016",1,3
"5163","CM","97","3",35,0,"1","1",96,"8","12",0,NA,"2016",1,3
"5164","CM","113","3",100,0,"1","1",114,"6","19",0,NA,"2016",1,3
"5165","CM","112","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5166","CM","128","3",8,0,"1","1",21,"3","7",0,NA,"2016",1,3
"5167","CM","129","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5168","CM","398","3",20,0,"1","1",78,"6","13",0,NA,"2016",1,3
"5169","CM","111","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5170","CM","132","3",66,0,"1","1",44,"4","11",0,NA,"2016",1,3
"5171","CM","110","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5172","CM","104","3",6,0,"1","1",48,"6","8",0,NA,"2016",1,3
"5173","CM","133","3",35,0,"1","1",24,"4","6",0,NA,"2016",1,3
"5174","CM","96","3",198,0,"1","1",155,"5","31",0,NA,"2016",1,3
"5175","CM","106","3",105,0,"1","1",126,"7","18",0,NA,"2016",1,3
"5176","CM","399","3",25,0,"1","1",40,"4","10",0,NA,"2016",1,3
"5177","CM","116","3",255,0,"1","1",275,"5","55",0,NA,"2016",1,3
"5178","CM","400","3",36,0,"0","0",NA,NA,NA,NA,NA,"2016",1,3
"5179","CM","105","3",203,0,"1","1",280,"7","40",0,NA,"2016",1,3
"5180","CM","131","3",35,0,"1","1",20,"4","5",0,NA,"2016",1,3
"5181","CM","107","3",220,0,"1","1",92,"4","23",8,NA,"2016",1,3
"5182","CM","404","3",99,0,"1","1",44,"4","11",0,NA,"2016",1,3
"5183","CM","143","4",203,0,"1","1",200,"4","50",0,NA,"2016",1,3
"5184","CM","150","4",155,0,"1","1",135,"5","27",0,NA,"2016",1,3
"5185","CM","144","4",90,0,"1","1",66,"6","11",0,NA,"2016",1,3
"5186","CM","145","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5187","CM","148","4",126,0,"1","1",44,"4","11",0,NA,"2016",1,3
"5188","CM","140","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5189","CM","414","4",105,0,"1","1",56,"4","14",0,NA,"2016",1,3
"5190","CM","149","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5191","CM","421","4",180,0,"1","1",144,"9","16",0,NA,"2016",1,3
"5192","CM","152","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5193","CM","146","4",130,0,"1","1",90,"5","18",0,NA,"2016",1,3
"5194","CM","154","4",190,0,"1","1",180,"12","15",0,NA,"2016",1,3
"5195","CM","426","4",NA,NA,NA,NA,60,"5","12",0,"new17","2016",1,3
"5196","CM","153","4",126,0,"1","1",90,"5","18",0,NA,"2016",1,3
"5197","CM","142","4",56,0,"1","1",126,"7","18",0,NA,"2016",1,3
"5198","CM","147","4",70,0,"1","1",45,"3","15",0,NA,"2016",1,3
"5199","CM","151","4",65,0,"1","1",119,"7","17",0,NA,"2016",1,3
"5200","CM","141","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5201","CM","155","4",120,0,"0","0",NA,NA,NA,NA,"not found","2016",1,3
"5202","CM","427","4",36,0,"1","1",85,"5","17",0,NA,"2016",1,3
"5203","CM","407","4",40,0,"1","1",119,"7","17",0,NA,"2016",1,3
"5204","CM","408","4",NA,NA,NA,NA,120,"3","40",0,"new17; missed17","2016",1,3
"5205","CM","156","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5206","CM","409","4",NA,NA,NA,NA,84,"6","14",0,"new17","2016",1,3
"5207","CM","157","4",91,0,"1","1",207,"9","23",0,NA,"2016",1,3
"5208","CM","158","4",189,0,"1","1",100,"5","20",0,NA,"2016",1,3
"5209","CM","410","4",102,0,"1","1",33,"3","11",0,NA,"2016",1,3
"5210","CM","411","4",154,0,"1","1",114,"6","19",7,NA,"2016",1,3
"5211","CM","159","4",252,0,"1","1",200,"8","25",0,NA,"2016",1,3
"5212","CM","412","4",72,0,"1","1",96,"8","12",0,NA,"2016",1,3
"5213","CM","160","4",196,0,"1","1",126,"6","21",0,NA,"2016",1,3
"5214","CM","413","4",NA,NA,NA,NA,95,"5","19",0,"new17","2016",1,3
"5215","CM","415","4",14,0,"0","0",NA,NA,NA,NA,"no plant","2016",1,3
"5216","CM","416","4",72,0,"1","1",30,"3","10",0,NA,"2016",1,3
"5217","CM","162","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5218","CM","417","4",162,0,"0","0",NA,NA,NA,NA,"no plant","2016",1,3
"5219","CM","161","4",68,0,"1","1",92,"4","23",0,NA,"2016",1,3
"5220","CM","175","4",32,0,"1","1",99,"9","11",0,NA,"2016",1,3
"5221","CM","176","4",135,3,"1","1",114,"6","19",0,NA,"2016",1,3
"5222","CM","418","4",NA,NA,NA,NA,75,"5","15",0,"new17","2016",1,3
"5223","CM","419","4",NA,NA,NA,NA,36,"6","6",0,"new17","2016",1,3
"5224","CM","163","4",200,0,"1","1",152,"8","19",0,NA,"2016",1,3
"5225","CM","420","4",NA,NA,NA,NA,6,"2","3",0,"new17","2016",1,3
"5226","CM","174","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5227","CM","166","4",112,0,"1","1",90,"3","30",0,NA,"2016",1,3
"5228","CM","165","4",91,0,"1","1",112,"7","16",0,NA,"2016",1,3
"5229","CM","422","4",NA,NA,"1","1",12,"4","3",0,NA,"2016",1,3
"5230","CM","423","4",50,0,"1","1",24,"6","4",0,NA,"2016",1,3
"5231","CM","167","4",95,0,"1","1",66,"6","11",0,NA,"2016",1,3
"5232","CM","164","4",98,0,"1","1",108,"6","18",0,NA,"2016",1,3
"5233","CM","169","4",66,0,"1","1",48,"4","12",0,NA,"2016",1,3
"5234","CM","424","4",NA,NA,NA,NA,80,"5","16",0,"new17","2016",1,3
"5235","CM","170","4",45,0,"1","1",95,"5","19",0,NA,"2016",1,3
"5236","CM","168","4",345,0,"1","1",160,"4","40",0,NA,"2016",1,3
"5237","CM","173","4",100,0,"1","1",60,"4","15",0,NA,"2016",1,3
"5238","CM","425","4",NA,NA,NA,NA,115,"5","23",2,"new17","2016",1,3
"5239","CM","171","4",NA,NA,"1","1",114,"6","19",0,"might be duplicate of ID172: check in field","2016",1,3
"5240","CM","172","4",70,0,"1","1",114,"6","19",0,"might be duplicate of ID171: check in field","2016",1,3
"5241","CM","428","5",15,0,"1","1",44,"4","11",0,NA,"2016",1,3
"5242","CM","221","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5243","CM","429","5",24,0,"1","1",16,"4","4",0,NA,"2016",1,3
"5244","CM","202","5",145,0,"1","1",65,"5","13",0,NA,"2016",1,3
"5245","CM","203","5",48,0,"1","1",78,"6","13",0,NA,"2016",1,3
"5246","CM","204","5",120,0,"1","1",153,"9","17",0,NA,"2016",1,3
"5247","CM","220","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5248","CM","448","5",15,0,"1","1",16,"4","4",0,NA,"2016",1,3
"5249","CM","214","5",24,0,"1","1",30,"6","5",0,NA,"2016",1,3
"5250","CM","205","5",77,0,"1","1",48,"6","8",0,NA,"2016",1,3
"5251","CM","455","5",50,0,"1","1",55,"5","11",0,NA,"2016",1,3
"5252","CM","212","5",20,0,"1","1",24,"6","4",0,NA,"2016",1,3
"5253","CM","201","5",66,0,"1","1",45,"9","5",0,NA,"2016",1,3
"5254","CM","213","5",48,0,"1","1",48,"6","8",0,NA,"2016",1,3
"5255","CM","206","5",45,0,"1","1",30,"5","6",0,NA,"2016",1,3
"5256","CM","217","5",125,0,"1","1",230,"5","46",0,NA,"2016",1,3
"5257","CM","461","5",49,0,"1","1",78,"6","13",0,NA,"2016",1,3
"5258","CM","218","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5259","CM","219","5",42,0,"1","1",72,"9","8",0,NA,"2016",1,3
"5260","CM","200","5",88,0,"1","1",90,"6","15",0,NA,"2016",1,3
"5261","CM","210","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5262","CM","207","5",128,0,"1","1",30,"6","5",0,NA,"2016",1,3
"5263","CM","430","5",NA,NA,NA,NA,30,"6","5",0,"new17","2016",1,3
"5264","CM","208","5",45,0,"1","1",28,"7","4",0,NA,"2016",1,3
"5265","CM","216","5",16,0,"1","1",15,"5","3",0,NA,"2016",1,3
"5266","CM","223","5",48,0,"1","1",84,"6","14",0,NA,"2016",1,3
"5267","CM","431","5",90,0,"1","1",50,"5","10",0,NA,"2016",1,3
"5268","CM","432","5",36,0,"1","1",24,"4","6",0,NA,"2016",1,3
"5269","CM","198","5",32,0,"1","1",64,"8","8",0,NA,"2016",1,3
"5270","CM","433","5",66,0,"1","1",90,"9","10",0,NA,"2016",1,3
"5271","CM","211","5",78,0,"1","1",96,"6","16",0,NA,"2016",1,3
"5272","CM","209","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5273","CM","199","5",60,0,"1","1",70,"7","10",0,NA,"2016",1,3
"5274","CM","434","5",112,0,"1","1",132,"4","33",0,NA,"2016",1,3
"5275","CM","435","5",28,0,"1","1",132,"12","11",0,NA,"2016",1,3
"5276","CM","436","5",10,0,"1","1",9,"3","3",0,NA,"2016",1,3
"5277","CM","215","5",30,0,"1","1",15,"3","5",0,NA,"2016",1,3
"5278","CM","437","5",NA,NA,NA,NA,63,"9","7",0,"new17","2016",1,3
"5279","CM","438","5",NA,NA,NA,NA,30,"6","5",0,"new17","2016",1,3
"5280","CM","439","5",52,0,"1","1",60,"5","12",0,NA,"2016",1,3
"5281","CM","440","5",60,0,"1","1",65,"5","13",0,NA,"2016",1,3
"5282","CM","441","5",98,0,"1","1",91,"7","13",0,NA,"2016",1,3
"5283","CM","442","5",40,0,"1","1",96,"8","12",0,NA,"2016",1,3
"5284","CM","443","5",175,0,"1","1",165,"5","33",0,NA,"2016",1,3
"5285","CM","184","5",125,0,"1","1",190,"5","38",0,NA,"2016",1,3
"5286","CM","180","5",56,0,"1","1",49,"7","7",0,NA,"2016",1,3
"5287","CM","444","5",12,0,"1","1",48,"6","8",0,NA,"2016",1,3
"5288","CM","445","5",28,0,"1","1",36,"4","9",0,NA,"2016",1,3
"5289","CM","197","5",48,0,"1","1",108,"9","12",0,NA,"2016",1,3
"5290","CM","183","5",72,0,"1","1",48,"6","8",0,NA,"2016",1,3
"5291","CM","446","5",48,0,"1","1",64,"8","8",0,NA,"2016",1,3
"5292","CM","447","5",110,0,"1","1",90,"6","15",0,NA,"2016",1,3
"5293","CM","182","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5294","CM","181","5",92,0,"1","1",70,"5","14",0,NA,"2016",1,3
"5295","CM","449","5",105,0,"1","1",120,"4","30",0,NA,"2016",1,3
"5296","CM","222","5",102,0,"1","1",90,"6","15",0,NA,"2016",1,3
"5297","CM","450","5",30,0,"1","1",70,"5","14",0,NA,"2016",1,3
"5298","CM","194","5",105,0,"1","1",80,"5","16",0,NA,"2016",1,3
"5299","CM","451","5",NA,NA,NA,NA,40,"4","10",0,"new17","2016",1,3
"5300","CM","452","5",100,0,"1","1",96,"4","24",0,NA,"2016",1,3
"5301","CM","224","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5302","CM","454","5",54,0,"1","1",60,"10","6",0,NA,"2016",1,3
"5303","CM","453","5",NA,NA,NA,NA,32,"8","4",0,"new17","2016",1,3
"5304","CM","190","5",200,0,"1","1",138,"6","23",0,NA,"2016",1,3
"5305","CM","192","5",20,0,"1","1",35,"7","5",0,NA,"2016",1,3
"5306","CM","179","5",96,0,"1","1",144,"8","18",0,NA,"2016",1,3
"5307","CM","196","5",54,0,"1","1",60,"10","6",0,NA,"2016",1,3
"5308","CM","195","5",112,0,"1","1",39,"3","13",0,NA,"2016",1,3
"5309","CM","193","5",72,0,"1","1",80,"8","10",0,NA,"2016",1,3
"5310","CM","191","5",27,0,"1","1",168,"7","24",0,NA,"2016",1,3
"5311","CM","177","5",54,0,"1","1",63,"3","21",0,NA,"2016",1,3
"5312","CM","456","5",63,0,"1","1",90,"9","10",0,NA,"2016",1,3
"5313","CM","457","5",NA,NA,NA,NA,90,"9","10",0,"new17","2016",1,3
"5314","CM","189","5",54,0,"1","1",54,"9","6",0,NA,"2016",1,3
"5315","CM","188","5",18,0,"1","1",25,"5","5",0,NA,"2016",1,3
"5316","CM","458","5",NA,NA,NA,NA,24,"8","3",0,"new17","2016",1,3
"5317","CM","459","5",NA,NA,NA,NA,40,"8","5",0,"new17","2016",1,3
"5318","CM","178","5",100,0,"1","1",84,"7","12",0,NA,"2016",1,3
"5319","CM","460","5",12,0,"1","1",100,"10","10",0,NA,"2016",1,3
"5320","CM","225","5",12,0,"1","1",6,"2","3",0,NA,"2016",1,3
"5321","CM","226","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5322","CM","185","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5323","CM","187","5",28,0,"1","1",22,"2","11",0,NA,"2016",1,3
"5324","CM","186","5",60,0,"1","1",80,"4","20",0,NA,"2016",1,3
"5325","CM","462","6",45,0,NA,NA,NA,NA,NA,NA,"forgot to look for","2016",1,3
"5326","CM","463","6",390,0,"1","1",150,"6","25",0,NA,"2016",1,3
"5327","CM","238","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5328","CM","277","6",140,0,"1","1",600,"15","40",0,NA,"2016",1,3
"5329","CM","274","6",115,0,"1","1",120,"6","20",0,"1 herbivorized trap","2016",1,3
"5330","CM","242","6",42,0,"1","1",77,"11","7",0,NA,"2016",1,3
"5331","CM","497","6",50,0,"1","1",670,"10","67",0,NA,"2016",1,3
"5332","CM","498","6",176,0,"1","1",135,"5","27",5,NA,"2016",1,3
"5333","CM","263","6",65,0,"1","1",250,"10","25",0,NA,"2016",1,3
"5334","CM","503","6",55,0,"1","1",126,"7","18",0,"herbivory on leaf","2016",1,3
"5335","CM","504","6",56,0,"1","1",96,"8","12",0,NA,"2016",1,3
"5336","CM","505","6",96,0,"1","1",112,"8","14",0,NA,"2016",1,3
"5337","CM","506","6",18,0,"1","1",70,"7","10",0,NA,"2016",1,3
"5338","CM","264","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016",1,3
"5339","CM","237","6",72,0,"1","1",132,"6","22",0,NA,"2016",1,3
"5340","CM","507","6",35,0,"1","1",63,"9","7",0,NA,"2016",1,3
"5341","CM","508","6",72,0,"1","1",108,"9","12",0,NA,"2016",1,3
